officename,pincode,officeType,Deliverystatus,divisionname,regionname,circlename,Taluk,Districtname,statename,Telephone,Related Suboffice,Related Headoffice,longitude,latitude
Baleghar B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Bamanoli B.O,415002,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Sataracity S.O,Satara H.O,NA,NA
Bambawade B.O,415014,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Tarale S.O,Karad H.O,NA,NA
Bamnoli Tarf Kudal B.O,415514,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Kudal S.O (Satara),Satara H.O,NA,NA
Banavadi B.O,415011,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Vaduth S.O,Satara H.O,NA,NA
Banavady Colony B.O,415124,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Vidyanagar Karad S.O,Karad H.O,NA,NA
Banghar B.O,415013,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Parali S.O,Satara H.O,NA,NA
Banpuri B.O,415112,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Dhebewadi S.O,Karad H.O,NA,NA
Banpuri B.O,415507,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Katarkhatav S.O,Karad H.O,NA,NA
Barad B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Bavadhan S.O,412804,S.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,02167-276048,NA,Satara H.O,NA,NA
Bawada B.O,412802,B.O,Delivery,Satara,Pune,Maharashtra,Kandala Bawada,Satara,MAHARASHTRA,NA,Khandala Bavada S.O,Satara H.O,NA,NA
Beladare B.O,415114,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Supane S.O,Karad H.O,NA,NA
Belawade BK B.O,415539,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Malakapur Karad S.O,Karad H.O,NA,NA
Belawade Hawali B.O,415109,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Umbraj S.O,Karad H.O,NA,NA
Belawade KH B.O,415205,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Malharpeth Karad S.O,Karad H.O,NA,NA
Bhadale B.O,415021,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Kinhai S.O,Satara H.O,NA,NA
Bhade B.O,415526,B.O,Delivery,Satara,Pune,Maharashtra,Khandala Bawada,Satara,MAHARASHTRA,NA,Vathar BK S.O,Satara H.O,NA,NA
Bhaktawadi B.O,415010,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Satararoad S.O,Satara H.O,NA,NA
Bhanang B.O,415022,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Vennanagar S.O,Satara H.O,NA,NA
Bharatgaon Wadi B.O,415519,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Nagthane S.O,Satara H.O,NA,NA
Bhatmarli B.O,415002,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Sataracity S.O,Satara H.O,NA,NA
Bhilar B.O,412805,B.O,Delivery,Satara,Pune,Maharashtra,Mahabaleshwar,Satara,MAHARASHTRA,NA,Panchagani S.O,Satara H.O,NA,NA
Bhiwadi B.O,415514,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Kudal S.O (Satara),Satara H.O,NA,NA
Bhogaon B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Bholi B.O,415526,B.O,Delivery,Satara,Pune,Maharashtra,Khandalabavada,Satara,MAHARASHTRA,NA,Vathar BK S.O,Satara H.O,NA,NA
Bhosare B.O,415527,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Kuroli Sidheshwar S.O,Satara H.O,NA,NA
Bhose B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Bhuinj S.O,415515,S.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,02167-285241,NA,Satara H.O,NA,NA
Bhurkawadi B.O,415505,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Khatav S.O,Satara H.O,NA,NA
Bibhavi B.O,415012,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Medha S.O,Satara H.O,NA,NA
Bibi B.O,415537,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Adarki BK S.O,Satara H.O,NA,NA
Bibi(Patan) B.O,415206,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Patan S.O (Satara),Karad H.O,NA,NA
Bichukale B.O,415524,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Vathar S.O,Satara H.O,NA,NA
Bidal B.O,415508,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Dahivadi S.O,Karad H.O,NA,NA
Bijawadi B.O,415508,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Dahivadi S.O,Karad H.O,NA,NA
Biramani B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Mahabaleshwr,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Birwadi B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Mahabaleshwar,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Bombale B.O,415507,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Katarkhatav S.O,Karad H.O,NA,NA
Bondri B.O,415206,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Patan S.O (Satara),Karad H.O,NA,NA
Bopardi B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Bopoli B.O,415207,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Koyana S.O,Karad H.O,NA,NA
Boposhi B.O,415013,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Parali S.O,Satara H.O,NA,NA
Boragaon B.O,415519,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Nagthane S.O,Satara H.O,NA,NA
Boregaon  Agricultural School B.O,415519,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Nagthane S.O,Satara H.O,NA,NA
Borgaon B.O,415511,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Rahimatpur S.O,Satara H.O,NA,NA
Borgaon BK B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Borjaiwadi B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Borkhal B.O,415011,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Vaduth S.O,Satara H.O,NA,NA
Budh S.O,415503,S.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,02375-263241,NA,Satara H.O,NA,NA
Budhawar Naka Satara S.O,415002,S.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,02162-226021,NA,Satara H.O,NA,NA
Chanchali B.O,415021,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Kinhai S.O,Satara H.O,NA,NA
Chandak B.O,415536,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Kenjal S.O,Satara H.O,NA,NA
Chaphal S.O,415520,S.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,02372-287521,NA,Karad H.O,NA,NA
Charegaon B.O,415109,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Umbraj S.O,Karad H.O,NA,NA
Chavan Wadi B.O,415521,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Lonand S.O,Satara H.O,NA,NA
Chavanwadi B.O,415520,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Chaphal S.O,Karad H.O,NA,NA
Chchegaon B.O,415122,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Wing S.O,Karad H.O,NA,NA
Chikhaewadi B.O,415103,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Kole S.O (Satara),Karad H.O,NA,NA
Chikhali B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Chikhali(Masur) B.O,415106,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Masur S.O (Satara),Karad H.O,NA,NA
Chimangaon B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Chinchaner S. Nimb B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Satara  Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Chinchaner Vandan B.O,415004,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,MIDC Satara S.O,Satara H.O,NA,NA
Chindhawali B.O,415513,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Pachvad S.O,Satara H.O,NA,NA
Chitali B.O,415538,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Mhasurne S.O,Karad H.O,NA,NA
Chopadi B.O,415205,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Malharpeth Karad S.O,Karad H.O,NA,NA
Chorade B.O,415538,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Mhasurne S.O,Karad H.O,NA,NA
Chore B.O,415109,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Umbraj S.O,Karad H.O,NA,NA
Dadholi B.O,415520,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Chaphal S.O,Karad H.O,NA,NA
Dahigaon B.O,415524,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Vathar S.O,Satara H.O,NA,NA
Dahivad B.O,415013,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Parali S.O,Satara H.O,NA,NA
Dahivadi S.O,415508,S.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,02165-220241,NA,Karad H.O,NA,NA
Dapavadi B.O,412805,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Panchagani S.O,Satara H.O,NA,NA
Dare Khurd B.O,415020,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Anewadi S.O,Satara H.O,NA,NA
Daruj B.O,415505,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Khatav S.O,Satara H.O,NA,NA
Daulat Nagar S.O (Satara),415211,S.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,02372-268102,NA,Karad H.O,NA,NA
Degaon Shirgaon B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Degaon Tambe B.O,415004,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,MIDC Satara S.O,Satara H.O,NA,NA
Dervan B.O,415520,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Chaphal S.O,Karad H.O,NA,NA
Deur B.O,415524,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Vathar S.O,Satara H.O,NA,NA
Devapur B.O,415509,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Mhaswad S.O,Karad H.O,NA,NA
Dhamner B.O,415511,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Rahimatpur S.O,Satara H.O,NA,NA
Dhamni B.O,415112,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Dhebewadi S.O,Karad H.O,NA,NA
Dharpudi B.O,415505,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Khatav S.O,Satara H.O,NA,NA
Dhavadi B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Dhaval B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Dhawad Wadi B.O,412802,B.O,Delivery,Satara,Pune,Maharashtra,Khandala Bawada,Satara,MAHARASHTRA,NA,Khandala Bavada S.O,Satara H.O,NA,NA
Dhawadshi B.O,415022,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Vennanagar S.O,Satara H.O,NA,NA
Dhebewadi S.O,415112,S.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,02372-258221,NA,Karad H.O,NA,NA
Dhom B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Dhondewadi (K. Khatav) B.O,415507,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Katarkhatav S.O,Karad H.O,NA,NA
Dhondewadi B.O,415104,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Kale S.O (Satara),Karad H.O,NA,NA
Dhoroshi B.O,415014,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Tarale S.O,Karad H.O,NA,NA
Dhudhebavi B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Dhuldev B.O,415509,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Mhaswad S.O,Karad H.O,NA,NA
Dhumalwadi B.O,415010,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Satararoad S.O,Satara H.O,NA,NA
Diskal Mol S.O,415504,S.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,02375-264241,NA,Satara H.O,NA,NA
Divad B.O,415509,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Mhaswad S.O,Karad H.O,NA,NA
Divashi BK B.O,415209,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Bahule S.O,Karad H.O,NA,NA
Divashi Khrud B.O,415206,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Patan S.O (Satara),Karad H.O,NA,NA
Dixi B.O,415206,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Patan S.O (Satara),Karad H.O,NA,NA
Dund B.O,415012,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Medha S.O,Satara H.O,NA,NA
Ekambe B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Eksare B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Gajavadi B.O,415013,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Parali S.O,Satara H.O,NA,NA
Galmewadi B.O,415103,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Kole S.O (Satara),Karad H.O,NA,NA
Gamewadi B.O,415114,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Supane S.O,Karad H.O,NA,NA
Ganje B.O,415012,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Medha S.O,Satara H.O,NA,NA
Garwade B.O,415209,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Bahule S.O,Karad H.O,NA,NA
Gavadi B.O,415012,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Medha S.O,Satara H.O,NA,NA
Gavdoshi B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Ghadagewadi B.O,415537,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Adarki BK S.O,Satara H.O,NA,NA
Gharewadi B.O,415103,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Kole S.O (Satara),Karad H.O,NA,NA
Ghogaon B.O,415111,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Ond S.O,Karad H.O,NA,NA
Ghosatawadi B.O,415206,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Patan S.O (Satara),Karad H.O,NA,NA
Ghot B.O,415014,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Tarale S.O,Karad H.O,NA,NA
Girvi B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Gogave B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Gojegaon B.O,415004,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,MIDC Satara S.O,Satara H.O,NA,NA
Gokhali B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Gondawale BK S.O,415540,S.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,02165-258221,NA,Karad H.O,NA,NA
Gondawale KHD B.O,415540,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Gondawale BK S.O,Karad H.O,NA,NA
Gopuj B.O,415510,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Aundh S.O,Karad H.O,NA,NA
Goregaon Vangi B.O,415512,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Pusesawali S.O,Karad H.O,NA,NA
Govare B.O,415105,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Ogalewadi S.O,Karad H.O,NA,NA
Govare B.O,415207,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Koyana S.O,Karad H.O,NA,NA
Gove B.O,415015,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Limbgove S.O,Satara H.O,NA,NA
Gudhe B.O,415112,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Dhebewadi S.O,Karad H.O,NA,NA
Gulumb B.O,415536,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Kenjal S.O,Satara H.O,NA,NA
Gunavare B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Gurusale B.O,415506,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Vaduj S.O,Karad H.O,NA,NA
Hajarmachi B.O,415105,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Ogalewadi S.O,Karad H.O,NA,NA
Harchandi B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Hateghar B.O,415514,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Kudal S.O (Satara),Satara H.O,NA,NA
Hatlot B.O,412806,B.O,Delivery,Satara,Pune,Maharashtra,Mahabaleshwar,Satara,MAHARASHTRA,NA,Mahabaleshwar S.O,Satara H.O,NA,NA
Helagaon B.O,415106,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Masur S.O (Satara),Karad H.O,NA,NA
Helwak B.O,415207,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Koyana S.O,Karad H.O,NA,NA
Hingangaon B.O,415521,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Lonand S.O,Satara H.O,NA,NA
Hivare B.O,415021,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Kinhai S.O,Satara H.O,NA,NA
Hol B.O,415522,B.O,Delivery,Satara,Pune,Maharashtra,Phalatan,Satara,MAHARASHTRA,NA,Sakharwadi S.O,Satara H.O,NA,NA
Holichagaon B.O,415538,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Mhasurne S.O,Karad H.O,NA,NA
Humgaon B.O,415514,B.O,Delivery,Satara,Pune,Maharashtra,Jawali,Satara,MAHARASHTRA,NA,Kudal S.O (Satara),Satara H.O,NA,NA
Indoli B.O,415109,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Umbraj S.O,Karad H.O,NA,NA
Injabav B.O,415509,B.O,Delivery,Satara,Pune,Maharashtra,Man,Satara,MAHARASHTRA,NA,Mhaswad S.O,Karad H.O,NA,NA
ITI Satara B.O,415002,B.O,Non-Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Sataracity S.O,Satara H.O,NA,NA
Jaigaon B.O,415510,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Aundh S.O,Karad H.O,NA,NA
Jakatwadi B.O,415002,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,Sataracity S.O,Satara H.O,NA,NA
Jakhangaon B.O,415505,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Khatav S.O,Satara H.O,NA,NA
Jalagewadi B.O,415520,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Chaphal S.O,Karad H.O,NA,NA
Jalav B.O,415014,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Tarale S.O,Karad H.O,NA,NA
Jalgaon B.O,415010,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Satararoad S.O,Satara H.O,NA,NA
Jamb (Kikali) B.O,415530,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Kisanveernagar S.O,Satara H.O,NA,NA
Jamb Budurk B.O,415501,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Koregaon S.O,Satara H.O,NA,NA
Jamb Khurd B.O,415021,B.O,Delivery,Satara,Pune,Maharashtra,Koregaon,Satara,MAHARASHTRA,NA,Kinhai S.O,Satara H.O,NA,NA
Jamb(Khatav) B.O,415505,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Khatav S.O,Satara H.O,NA,NA
Janugade Wadi B.O,415112,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Dhebewadi S.O,Karad H.O,NA,NA
Javale B.O,412801,B.O,Delivery,Satara,Pune,Maharashtra,Khandala,Satara,MAHARASHTRA,NA,Shirwal S.O,Satara H.O,NA,NA
Javli B.O,415523,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Phaltan S.O,Satara H.O,NA,NA
Jihe B.O,415004,B.O,Delivery,Satara,Pune,Maharashtra,Satara,Satara,MAHARASHTRA,NA,MIDC Satara S.O,Satara H.O,NA,NA
Jinti (Ond) B.O,415111,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Ond S.O,Karad H.O,NA,NA
Jinti B.O,415522,B.O,Delivery,Satara,Pune,Maharashtra,Phalatan,Satara,MAHARASHTRA,NA,Sakharwadi S.O,Satara H.O,NA,NA
Jinti. B.O,415112,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Dhebewadi S.O,Karad H.O,NA,NA
Kadavebuduruk B.O,415014,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Tarale S.O,Karad H.O,NA,NA
Kadegaon B.O,412803,B.O,Delivery,Satara,Pune,Maharashtra,Wai,Satara,MAHARASHTRA,NA,Wai S.O,Satara H.O,NA,NA
Kadhane B.O,415103,B.O,Delivery,Satara,Pune,Maharashtra,Patan,Satara,MAHARASHTRA,NA,Kole S.O (Satara),Karad H.O,NA,NA
Kalagaon(Umbraj) B.O,415109,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Umbraj S.O,Karad H.O,NA,NA
Kalaj B.O,415528,B.O,Delivery,Satara,Pune,Maharashtra,Phaltan,Satara,MAHARASHTRA,NA,Taradgaon S.O,Satara H.O,NA,NA
Kalambi B.O,415512,B.O,Delivery,Satara,Pune,Maharashtra,Khatav,Satara,MAHARASHTRA,NA,Pusesawali S.O,Karad H.O,NA,NA
Kalawade B.O,415539,B.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,NA,Malakapur Karad S.O,Karad H.O,NA,NA
Kale S.O (Satara),415104,S.O,Delivery,Satara,Pune,Maharashtra,Karad,Satara,MAHARASHTRA,02164-254221,NA,Karad H.O,NA,NA
